ParticleID,Time (Years),a,e,i,OMEGA,omega,M,
11,0.0,1.7757941,0.28748682,0.42707044,2.2702868,0.3494918,1.4027449,
11,1000.01495,1.7804012,0.28650856,0.41685998,2.168369,0.54120207,0.3043595,
11,2000.0052,1.7786931,0.30180508,0.40922493,2.0677123,0.71142906,5.54777,
11,3000.0203,1.7776228,0.31615764,0.4000915,1.9553444,0.8740381,0.1304381,
11,4000.0105,1.7816839,0.31568763,0.3884788,1.8159195,1.0742968,1.2419652,
11,5000.001,1.7776153,0.33414504,0.37809494,1.6817578,1.2470771,1.8487508,
11,6000.016,1.7784232,0.33559537,0.3736021,1.5370837,1.4082369,2.363009,
11,7000.0063,1.780588,0.32821497,0.3729848,1.3893358,1.5732131,2.1158056,
11,8000.021,1.7767541,0.33714113,0.37173682,1.2323743,1.7624245,6.0763516,
11,9000.012,1.7807261,0.32374814,0.37413564,1.1005846,1.8929142,2.1998773,
11,10000.002,1.7770454,0.3260329,0.37895858,0.9559053,2.065491,0.16392641,
11,11000.017,1.7795827,0.31219056,0.38347468,0.8329505,2.2065117,1.2037412,
11,12000.007,1.7796938,0.30321938,0.38915196,0.7126387,2.3630695,0.2963034,
11,13000.022,1.7773685,0.29884267,0.39562863,0.5982862,2.5244482,1.4874561,
11,14000.013,1.7811975,0.28614342,0.3967057,0.4944556,2.6689465,4.870705,
11,15000.003,1.7776172,0.2883354,0.40201065,0.3916441,2.8451002,2.973282,
11,16000.018,1.7783941,0.285056,0.40114528,0.29531372,3.015043,3.614287,
11,17000.008,1.78048,0.2829851,0.39659545,0.19807494,3.187652,2.567156,
11,18000.023,1.7763388,0.29753605,0.3941661,0.10315089,3.3610063,4.0759416,
11,19000.014,1.7815428,0.29633254,0.38214463,6.2783093,3.533352,1.1797866,
11,20000.004,1.7759813,0.31970286,0.37401688,6.1764345,3.6976206,4.605978,
11,21000.02,1.7815797,0.31999248,0.35860664,6.044884,3.879131,0.4086035,
11,22000.01,1.7765291,0.3434683,0.34523576,5.9193015,4.045013,4.3110924,
11,23000.023,1.781344,0.33966,0.33312255,5.755466,4.2421513,0.9145516,
11,24000.014,1.7780118,0.35782516,0.32060596,5.5875607,4.4457397,1.3325994,
11,25000.004,1.7790508,0.3599347,0.3154647,5.407514,4.642932,1.7663163,
11,26000.02,1.779579,0.3591785,0.31521833,5.2240567,4.8470197,0.9206242,
11,27000.01,1.7772454,0.3591034,0.32014948,5.0383964,5.060465,1.0924815,
11,28000.0,1.7807544,0.34272996,0.32970604,4.879904,5.2431817,1.0794749,
11,29000.016,1.7758108,0.34061295,0.34591627,4.7187095,5.4697046,5.8605995,
11,30000.006,1.7813565,0.31331986,0.35601926,4.59901,5.6463394,3.061084,
11,31000.02,1.776469,0.31136104,0.37093374,4.4776816,5.8464046,4.2769446,
11,32000.01,1.7813468,0.2930286,0.3753661,4.374656,6.0263586,2.87945,
11,33000.0,1.7774016,0.29678303,0.38466185,4.2749567,6.230995,2.961239,
11,34000.016,1.7798868,0.29273182,0.38463044,4.1768203,0.14699598,3.6632128,
11,35000.008,1.7794409,0.29907113,0.38294914,4.078031,0.34483552,2.070993,
11,36000.02,1.7760177,0.31622025,0.37964177,3.9773502,0.5413103,2.4213605,
11,37000.01,1.7792381,0.32472435,0.36618215,3.855869,0.77216506,0.66377455,
11,38000.004,1.7811532,0.33399448,0.35571343,3.718307,0.9762967,5.5106835,
11,39000.016,1.7786671,0.35506856,0.3446052,3.5674262,1.19663,0.7535185,
11,40000.008,1.7761743,0.3713227,0.33825454,3.401804,1.4022499,0.7509179,
11,41000.023,1.7760648,0.373999,0.3389584,3.2122052,1.6394602,1.465855,
11,42000.01,1.7773467,0.3694421,0.34692284,3.0356283,1.848195,3.286323,
11,43000.004,1.7773192,0.36267737,0.35892153,2.8736787,2.0418253,5.273238,
11,44000.02,1.7762649,0.35564435,0.3746629,2.7233503,2.236788,0.81414205,
11,45000.008,1.7755314,0.34365305,0.3936347,2.592013,2.437068,2.1880634,
11,46000.023,1.7765398,0.32783645,0.41032946,2.4833262,2.6313653,3.4002306,
11,47000.01,1.7780058,0.3131527,0.42114714,2.3877106,2.8158195,4.828652,
11,48000.004,1.7765491,0.30959186,0.4307541,2.296328,3.0116193,0.056605566,
11,49000.02,1.77564,0.31156018,0.43571553,2.2135646,3.2255635,0.26381117,
11,50000.008,1.7785914,0.31210268,0.43090165,2.1279619,3.4302506,0.87434465,
11,51000.023,1.7754053,0.33226672,0.42649388,2.0403795,3.6268709,0.3288583,
11,52000.016,1.7791437,0.34113118,0.41114992,1.9347935,3.8309298,0.09331583,
11,53000.004,1.7809209,0.3557271,0.39692447,1.8165303,4.013075,4.263084,
11,54000.02,1.781758,0.3740641,0.37939265,1.6768167,4.224062,4.379073,
11,55000.01,1.7791885,0.38821456,0.36624157,1.5196319,4.422334,2.4867373,
11,56000.0,1.7804704,0.39138988,0.3589497,1.3476286,4.6217737,0.71944153,
11,57000.016,1.7820024,0.39364433,0.35661843,1.15917,4.855318,6.223383,
11,58000.004,1.7811862,0.3914136,0.3618554,0.9793017,5.0735345,4.0745587,
11,59000.02,1.7798926,0.38292757,0.37234545,0.81845003,5.2755575,1.6128367,
11,60000.01,1.7814748,0.366609,0.38549855,0.679915,5.472603,6.134842,
11,61000.0,1.7774879,0.36180016,0.4022917,0.54775804,5.6925807,2.2250552,
11,62000.016,1.7782302,0.34788406,0.41114864,0.44430682,5.882843,3.520643,
11,63000.008,1.7762941,0.3480089,0.42092958,0.34819067,6.1005807,2.2440379,
11,64000.02,1.778826,0.3433972,0.4180604,0.26098996,0.018613804,2.7532477,
11,65000.01,1.7803121,0.34982198,0.41114736,0.1706269,0.21595709,0.44673595,
11,66000.0,1.7824466,0.36052307,0.3968837,0.07356137,0.42034882,5.2881966,
11,67000.016,1.7755741,0.38766852,0.38452876,6.2508335,0.5932018,1.5744449,
11,68000.01,1.7800944,0.39818358,0.3599908,6.113576,0.80216914,1.0085937,
11,69000.02,1.7785217,0.41378608,0.34009978,5.9572463,0.9970082,6.1574736,
11,70000.016,1.7785938,0.42404804,0.3237407,5.7732844,1.2054799,0.10931428,
11,71000.0,1.7795662,0.42503738,0.3133621,5.567627,1.4322262,6.2333174,
11,72000.016,1.7774427,0.4314799,0.30974895,5.358183,1.651209,5.27953,
11,73000.01,1.7800871,0.41550225,0.31840646,5.1451793,1.8952618,1.4692856,
11,74000.02,1.7794809,0.41006863,0.32920563,4.9611087,2.0950255,2.196472,
11,75000.016,1.7808393,0.40110886,0.35016945,4.7803974,2.3376396,2.4622443,
11,76000.01,1.7797139,0.37753263,0.36680472,4.648628,2.5196462,2.8528347,
11,77000.016,1.7775798,0.3729484,0.38428077,4.521222,2.706204,4.8433385,
11,78000.01,1.7792947,0.35711074,0.3941986,4.4168005,2.8829658,3.9182856,
11,79000.02,1.7780222,0.35253167,0.40276536,4.3162174,3.0615032,4.7673044,
11,80000.016,1.7809935,0.34581232,0.4030381,4.220397,3.242599,2.8183634,
11,81000.01,1.777516,0.35710055,0.40534186,4.1243863,3.4204292,3.9427803,
11,82000.02,1.7804693,0.36100847,0.39698994,4.0201764,3.606571,3.0329537,
11,83000.01,1.7774011,0.3749778,0.38937783,3.9082983,3.7771196,4.0460553,
11,84000.0,1.780765,0.3833154,0.37625548,3.7771456,3.9629717,2.1921153,
11,85000.016,1.7778904,0.398198,0.36658686,3.6371887,4.1332393,4.1504807,
11,86000.01,1.7796849,0.40360597,0.35673922,3.4712071,4.3293824,1.8998528,
11,87000.02,1.7792915,0.41687992,0.35020122,3.298209,4.5233936,1.8172741,
11,88000.01,1.7799432,0.42421842,0.34811547,3.0974026,4.7609715,2.3888469,
11,89000.0,1.7794529,0.41817972,0.35615978,2.9133914,4.960338,2.826801,
11,90000.016,1.7797359,0.41832215,0.36869118,2.7334607,5.1652956,3.23894,
11,91000.01,1.780229,0.40304485,0.3887794,2.5758493,5.3647213,3.6397557,
11,92000.02,1.7803329,0.3901394,0.40610746,2.4433587,5.5278487,4.2759576,
11,93000.016,1.779415,0.3782836,0.4269421,2.324234,5.712771,4.6572514,
11,94000.0,1.7804128,0.3592124,0.43999007,2.227246,5.8788505,4.9928546,
11,95000.016,1.7796069,0.3535351,0.45185566,2.1342766,6.0466385,5.5751386,
11,96000.01,1.7802887,0.34687045,0.4575461,2.0522923,6.238081,5.9257584,
11,97000.02,1.7800599,0.34532416,0.45674652,1.9678326,0.12139828,0.057295505,
11,98000.016,1.7795994,0.35636833,0.4536147,1.8849423,0.30165535,0.5291687,
11,99000.0,1.7800809,0.3638041,0.44164562,1.7918828,0.47885987,0.9397679,
11,100000.016,1.7798401,0.3796623,0.42952493,1.6906039,0.6384188,1.3691471,
11,101000.01,1.7803878,0.3962117,0.41135666,1.5734569,0.81739914,1.8717644,
11,102000.02,1.7796292,0.4066298,0.39478248,1.4370376,0.9886694,2.3088005,
11,103000.016,1.7802602,0.42146966,0.3786486,1.2840942,1.1710259,2.772415,
11,104000.01,1.7795725,0.42523223,0.36680737,1.1076945,1.3749831,3.12625,
11,105000.016,1.779041,0.4274656,0.36120254,0.92677283,1.5733826,3.0693948,
11,106000.01,1.7794414,0.42291343,0.36362898,0.73857766,1.7907398,3.3924513,
11,107000.02,1.7794989,0.41171905,0.37164775,0.57123995,1.9824512,4.075153,
11,108000.016,1.7808762,0.4016897,0.38373485,0.41535598,2.1779146,4.316468,
11,109000.01,1.7789152,0.3837242,0.39717978,0.28339538,2.3624814,4.8874345,
11,110000.02,1.7810235,0.36972246,0.40793937,0.1669892,2.536461,5.3647146,
11,111000.01,1.7805113,0.35849327,0.41805202,0.06424513,2.7254968,5.625453,
11,112000.0,1.781052,0.34760278,0.4211604,6.2542267,2.905727,5.448126,
11,113000.016,1.7787913,0.34690398,0.4224441,6.165571,3.098706,6.217261,
11,114000.01,1.7789881,0.35090673,0.41695997,6.078283,3.2913706,2.5633926,
11,115000.02,1.7785337,0.360938,0.40622407,5.985985,3.4808946,5.8905015,
11,116000.01,1.7774937,0.3770732,0.39233482,5.883291,3.6609967,4.2257657,
11,117000.0,1.7779347,0.39031875,0.37467426,5.7611623,3.8392243,3.4480174,
11,118000.016,1.7784086,0.4033289,0.35458305,5.6175904,4.0348196,1.249716,
11,119000.01,1.7782109,0.4158587,0.33641475,5.4507313,4.2417865,5.0038476,
11,120000.02,1.7783043,0.42587817,0.3234026,5.262398,4.457956,3.1254344,
11,121000.016,1.7780212,0.42829716,0.31875956,5.060668,4.6775107,1.2923217,
11,122000.0,1.77869,0.4234895,0.3230216,4.854836,4.906819,5.767456,
11,123000.016,1.7779965,0.41645566,0.3351578,4.6581254,5.134976,4.2503843,
11,124000.01,1.7776636,0.40511945,0.3508983,4.4890523,5.3326597,3.7673144,
11,125000.02,1.778405,0.38714856,0.36920682,4.346287,5.5203757,1.6785234,
11,126000.016,1.7790977,0.36883143,0.38697442,4.224365,5.7054543,4.617665,
11,127000.0,1.78142,0.35206884,0.40060425,4.117998,5.8842354,4.664321,
11,128000.016,1.7788025,0.3425099,0.41280675,4.0212426,6.0737963,5.0245557,
11,129000.01,1.7791992,0.33592033,0.41881764,3.9328613,6.26941,1.3535649,
11,130000.02,1.7793833,0.33537918,0.419275,3.8451774,0.18470174,4.130178,
11,131000.016,1.7806412,0.34015402,0.4141464,3.75187,0.3803986,6.053848,
11,132000.0,1.7807066,0.35128438,0.4072974,3.650397,0.56146145,4.779603,
11,133000.02,1.7807182,0.3645376,0.39607403,3.535878,0.7506109,4.6240506,
11,134000.02,1.779123,0.37990874,0.38484123,3.4077053,0.9319729,3.5901642,
11,135000.03,1.7810577,0.39149725,0.37390023,3.25817,1.1230967,2.9442127,
11,136000.02,1.7802136,0.40271914,0.36589107,3.0932097,1.3215055,2.0883255,
11,137000.0,1.7803273,0.40736502,0.36426297,2.9182408,1.5172892,0.9141737,
11,138000.02,1.7809076,0.40753484,0.36925247,2.734281,1.7293813,1.5712394,
11,139000.02,1.7812438,0.40141675,0.3799174,2.5659401,1.9164492,6.163971,
11,140000.0,1.7817664,0.3905841,0.3951503,2.4104054,2.099478,3.535136,
11,141000.02,1.7818012,0.37526107,0.4126489,2.2741675,2.2743528,1.0886371,
11,142000.0,1.7819,0.35865182,0.42992362,2.155267,2.4476345,4.7932496,
11,143000.02,1.7820253,0.342511,0.44467083,2.05129,2.6210158,2.038369,
11,144000.02,1.7817934,0.32885042,0.45574847,1.9583758,2.8002808,5.3132343,
11,145000.0,1.7817367,0.32038108,0.46218526,1.8724906,2.9849994,2.1601126,
11,146000.02,1.7816638,0.3176822,0.46351552,1.7897303,3.1746173,5.3239856,
11,147000.0,1.7813956,0.32203126,0.4600297,1.7058876,3.3638875,2.2173533,
11,148000.02,1.781155,0.33221754,0.4514337,1.6168058,3.5491447,5.614268,
11,149000.02,1.780598,0.34644374,0.43884516,1.5189664,3.7268586,2.813974,
11,150000.0,1.780709,0.36119342,0.4231549,1.4070479,3.8988943,0.05996028,
11,151000.02,1.7813919,0.37426564,0.4054621,1.2758131,4.079858,3.8982642,
11,152000.02,1.7820611,0.38427392,0.389119,1.124195,4.27045,1.3901904,
11,153000.02,1.7823516,0.39021295,0.37692276,0.9539859,4.4728084,5.183026,
11,154000.02,1.7818542,0.3920413,0.37120834,0.77174747,4.68372,2.6877794,
11,155000.0,1.7808715,0.38865045,0.37333712,0.5880478,4.897686,0.48783463,
11,156000.02,1.7783856,0.3807021,0.3811424,0.41714108,5.0975246,4.90595,
11,157000.02,1.7784278,0.36834416,0.3915385,0.2644093,5.2813263,5.8520684,
11,158000.03,1.7805203,0.34733254,0.4012582,0.13559338,5.44417,5.2634573,
11,159000.02,1.77643,0.34004447,0.41570887,0.009770965,5.641561,4.654238,
11,160000.0,1.7808826,0.31946927,0.4207141,6.1904182,5.8091884,4.62872,
11,161000.02,1.7784214,0.31264138,0.42749298,6.090523,6.0042152,4.932662,
11,162000.02,1.7793069,0.30863658,0.42811793,5.9974937,6.1969647,3.6980588,
11,163000.0,1.778729,0.31083554,0.424349,5.904971,0.1147844,4.7248244,
11,164000.02,1.780266,0.3171597,0.4151886,5.807926,0.30875492,3.2085238,
11,165000.0,1.7768615,0.3366151,0.40384513,5.705296,0.5025509,3.8451757,
11,166000.02,1.7818737,0.34009787,0.38446277,5.5761876,0.7045933,3.8909526,
11,167000.02,1.7769217,0.36435977,0.37030327,5.4473724,0.87278587,2.9914098,
11,168000.0,1.7800359,0.37075406,0.35507157,5.2851353,1.0652181,2.63715,
11,169000.02,1.7753764,0.39542228,0.33934927,5.104612,1.2837557,1.3645618,
11,170000.0,1.7810929,0.38153845,0.33769044,4.8933992,1.5263977,5.256797,
11,171000.02,1.7786671,0.38726377,0.34051165,4.6892633,1.7565033,4.215451,
11,172000.02,1.7775667,0.3773084,0.3528815,4.500579,1.9693019,6.07661,
11,173000.0,1.7824944,0.35454082,0.37031427,4.338928,2.171566,4.8964677,
11,174000.02,1.775176,0.3455801,0.39529648,4.186241,2.4112759,1.5797,
11,175000.0,1.7812239,0.31455535,0.40848547,4.075236,2.5872343,0.94600624,
11,176000.02,1.7760406,0.3082549,0.42554176,3.9676695,2.7871373,0.6152531,
11,177000.02,1.7819738,0.28678542,0.42954373,3.8734124,2.9728484,6.2224436,
11,178000.0,1.7750331,0.29456568,0.44024366,3.7818346,3.1776457,0.8924177,
11,179000.02,1.7825679,0.28302,0.4346106,3.6860542,3.3763435,4.75257,
11,180000.02,1.7748766,0.30505416,0.43708968,3.5968049,3.5673223,1.2117485,
11,181000.02,1.7823161,0.30418146,0.4247077,3.4845133,3.7737541,4.204655,
11,182000.02,1.7760731,0.33411992,0.41695955,3.378749,3.9566004,5.6563597,
11,183000.0,1.7796453,0.3417621,0.40425494,3.2384987,4.15721,5.844921,
11,184000.02,1.7790303,0.35499045,0.39546743,3.0936952,4.3336563,4.0954328,
11,185000.02,1.777534,0.36918992,0.38923043,2.9367132,4.510701,5.044659,
11,186000.03,1.7805828,0.36154652,0.39122996,2.7530818,4.7371607,1.1897666,
11,187000.02,1.7785966,0.36480057,0.39627567,2.589489,4.9139943,0.21069703,
11,188000.0,1.7776018,0.35995013,0.4063008,2.4337516,5.080341,1.3305945,
11,189000.02,1.7822134,0.33594918,0.4215731,2.297419,5.244919,1.9592559,
11,190000.02,1.7789549,0.325667,0.43982342,2.163858,5.439122,1.7181413,
11,191000.0,1.7811444,0.29968056,0.45565864,2.058123,5.6275725,2.944515,
11,192000.02,1.7797987,0.2880758,0.46891904,1.9589106,5.811126,1.2237768,
11,193000.0,1.7814119,0.27145594,0.47489998,1.8714719,5.9898486,5.997616,
11,194000.02,1.775906,0.2747476,0.48460168,1.7872629,6.2029653,3.1321547,
11,195000.02,1.7800537,0.26744947,0.48096657,1.7044057,0.116079286,2.987647,
