ParticleID,Time (Years),a,e,i,OMEGA,omega,M,
2,0.0,1.7757938,0.28748667,0.4270704,2.2702868,0.34949115,1.4027458,
2,1000.01495,1.7804028,0.286511,0.41685924,2.1683705,0.5412129,0.30470833,
2,2000.0052,1.7787164,0.30181104,0.40921566,2.0677047,0.71150386,5.5387974,
2,3000.0203,1.7775949,0.316272,0.40007252,1.9553987,0.87418395,0.123440325,
2,4000.0105,1.7817659,0.3160276,0.3884112,1.8160012,1.0744708,1.1763908,
2,5000.001,1.7786522,0.33301446,0.37782246,1.6780332,1.2571172,0.9938817,
2,6000.016,1.7771411,0.3431138,0.37061703,1.5282673,1.4369031,1.4592127,
2,7000.0063,1.7815703,0.3286318,0.3723294,1.3748138,1.6149865,3.3748116,
2,8000.021,1.7763025,0.33602116,0.3726675,1.2177284,1.804483,5.219472,
2,9000.012,1.7811644,0.31819075,0.37663457,1.0870001,1.9438109,3.169797,
2,10000.002,1.7763916,0.31977203,0.3844354,0.9421869,2.1380532,4.444398,
2,11000.017,1.7814411,0.29832816,0.38835916,0.82828707,2.27814,2.8477657,
2,12000.007,1.7760562,0.29879895,0.39836612,0.7068096,2.4680448,4.6686916,
2,13000.022,1.7819059,0.27790293,0.39846578,0.6071005,2.6162212,1.6365017,
2,14000.013,1.7767472,0.28056175,0.4051765,0.5034071,2.8020947,5.7579365,
2,15000.003,1.78007,0.27107212,0.40266293,0.40846086,2.9723945,6.2491803,
2,16000.018,1.7787542,0.2736046,0.40105543,0.31376246,3.1576602,6.0881133,
2,17000.008,1.7778603,0.2800485,0.3960581,0.21854603,3.3400276,5.7784076,
2,18000.023,1.780193,0.2832225,0.38589296,0.11503008,3.519542,5.5102634,
2,19000.014,1.7770747,0.29939255,0.37722033,0.011776849,3.6845312,5.8939877,
2,20000.004,1.7806027,0.30318552,0.3637421,6.170572,3.8598204,4.759646,
2,21000.02,1.7780085,0.32286835,0.3509329,6.047202,4.026298,4.8782444,
2,22000.01,1.7786585,0.32974502,0.33870056,5.89897,4.2084975,5.32853,
2,23000.023,1.7805145,0.3309666,0.32960725,5.73847,4.3929276,4.659854,
2,24000.014,1.7762727,0.34728473,0.31974941,5.558709,4.6172833,1.7954203,
2,25000.004,1.7790222,0.3370008,0.32117102,5.3814335,4.8200235,1.7682716,
2,26000.02,1.7814796,0.32451534,0.32634977,5.214968,5.015006,0.8615189,
2,27000.01,1.7797389,0.31468254,0.33807242,5.04733,5.253084,1.1491122,
2,28000.0,1.7801237,0.30161828,0.34849492,4.9082556,5.4411273,5.3412275,
2,29000.016,1.7775736,0.28807348,0.36403576,4.782857,5.679419,1.9225075,
2,30000.006,1.777958,0.27598158,0.37246278,4.672173,5.872126,3.4820564,
2,31000.02,1.7819936,0.25901073,0.37581328,4.57427,6.0809407,3.6437912,
2,32000.01,1.7774415,0.26471618,0.38292104,4.478157,0.027883062,4.703929,
2,33000.0,1.7784052,0.2649089,0.38174835,4.3793855,0.23061669,5.928227,
2,34000.016,1.7811729,0.2660627,0.37598014,4.2759647,0.44101104,5.5019264,
2,35000.008,1.7782979,0.28553924,0.37130764,4.1740417,0.64937246,0.4828941,
2,36000.02,1.7767283,0.30137512,0.365258,4.0578704,0.82888615,1.5794718,
2,37000.01,1.7780253,0.31450048,0.35386565,3.9217353,1.0478392,0.103923775,
2,38000.004,1.7770557,0.3271151,0.3483924,3.7782476,1.2269896,1.2621933,
2,39000.016,1.776561,0.33823413,0.34308374,3.616248,1.4364275,1.2186389,
2,40000.008,1.7766976,0.33926168,0.345219,3.4504771,1.6335572,2.9247692,
2,41000.023,1.7751911,0.3394851,0.35099825,3.2884574,1.8212796,0.091080084,
2,42000.01,1.7747414,0.33517733,0.36054644,3.135833,2.0009477,5.0357275,
2,43000.004,1.7755302,0.32481408,0.37342387,2.996542,2.1772373,3.6714587,
2,44000.02,1.7757436,0.31342217,0.38804942,2.8693123,2.3580418,2.1918657,
2,45000.008,1.7749168,0.30287984,0.40194452,2.75537,2.5336115,0.7625138,
2,46000.023,1.7751135,0.29091093,0.41324368,2.6547027,2.7078915,5.7343373,
2,47000.01,1.7754966,0.28144988,0.42244765,2.562545,2.8966687,4.172822,
2,48000.004,1.7747152,0.27913138,0.4291675,2.4742618,3.0888646,2.7621589,
2,49000.02,1.7751085,0.2787396,0.4307063,2.3876944,3.2759862,1.6154226,
2,50000.008,1.7756064,0.28363052,0.4284606,2.3013308,3.4712257,0.07910169,
2,51000.023,1.7747018,0.2961274,0.42393735,2.2107682,3.655604,4.923696,
2,52000.016,1.7747197,0.3085209,0.41598934,2.1113076,3.8263779,3.671959,
2,53000.004,1.7756356,0.32129145,0.4050429,2.001286,4.0019975,2.1641538,
2,54000.02,1.7754974,0.33609727,0.39361015,1.8798727,4.1751523,0.5840859,
2,55000.01,1.7747924,0.34847444,0.38367417,1.7455404,4.3427496,5.4957128,
2,56000.0,1.7758659,0.35496974,0.3760552,1.5979993,4.517699,3.6963913,
2,57000.016,1.7756095,0.3579533,0.37144697,1.4412302,4.7043386,1.2226207,
2,58000.004,1.7755617,0.357728,0.37127215,1.2809596,4.8949127,5.4498405,
2,59000.02,1.7751247,0.35337412,0.37551546,1.1280603,5.0776005,3.5470505,
2,60000.01,1.7749469,0.34418026,0.38301075,0.9870056,5.254295,1.7436002,
2,61000.0,1.7756821,0.33139575,0.39238974,0.85881156,5.4327035,6.0578523,
2,62000.016,1.7758313,0.31908125,0.40234476,0.7422556,5.6202655,3.940006,
2,63000.008,1.7754246,0.3100166,0.41044405,0.6367244,5.80765,1.8602685,
2,64000.02,1.7750723,0.30340222,0.41515273,0.5404472,5.9933944,0.10045216,
2,65000.01,1.7756633,0.2995632,0.4157612,0.4500683,6.1849303,4.4651923,
2,66000.0,1.7760149,0.30176145,0.41256937,0.36165214,0.09878321,2.2439902,
2,67000.016,1.7758223,0.31140184,0.40584737,0.2711301,0.2917654,6.250687,
2,68000.01,1.7747785,0.3258356,0.39558443,0.17364025,0.47309682,4.1615086,
2,69000.02,1.7748822,0.33988804,0.38132063,0.064278,0.6491435,2.4991465,
2,70000.016,1.7755741,0.3536832,0.36438996,6.222537,0.83149636,0.5955247,
2,71000.0,1.7759221,0.3673887,0.3471942,6.0784564,1.0234572,4.610975,
2,72000.016,1.77605,0.37933865,0.33237094,5.913208,1.2253202,1.8641798,
2,73000.01,1.7768819,0.384987,0.32227117,5.728907,1.4395267,4.3893456,
2,74000.02,1.7768482,0.385886,0.3190728,5.538402,1.6545516,0.065879636,
2,75000.016,1.7766014,0.38315305,0.32219338,5.3496566,1.869547,1.9093858,
2,76000.01,1.7760268,0.37615705,0.3319005,5.1696677,2.0878952,3.548378,
2,77000.016,1.7761574,0.36497813,0.34635898,5.010908,2.2978265,5.1798024,
2,78000.01,1.7764655,0.3504823,0.36141327,4.876718,2.4950106,0.4961546,
2,79000.02,1.7766681,0.33725747,0.3743957,4.7596784,2.6885376,2.4005466,
2,80000.016,1.7772144,0.32731417,0.38393348,4.654406,2.8798037,4.2652245,
2,81000.01,1.7764548,0.32388467,0.39094037,4.5561533,3.075423,5.8299775,
2,82000.02,1.7757623,0.32706848,0.39401725,4.462901,3.2765577,0.88220054,
2,83000.01,1.7763585,0.33307227,0.39058065,4.367804,3.477706,2.3885903,
2,84000.0,1.7768484,0.34338146,0.38279584,4.2643533,3.6717153,4.273453,
2,85000.016,1.7768989,0.356826,0.37250158,4.148059,3.8599827,0.19273472,
2,86000.01,1.7765727,0.37259197,0.36090848,4.0159607,4.0504355,2.4177878,
2,87000.02,1.7763741,0.3868979,0.34984148,3.8653336,4.2450495,5.0153623,
2,88000.01,1.7763782,0.39798138,0.34163025,3.6957626,4.4496055,1.2765604,
2,89000.0,1.7763574,0.4053652,0.3378374,3.5110002,4.662684,3.6629584,
2,90000.016,1.776186,0.4068679,0.34153092,3.322499,4.8766627,0.38478696,
2,91000.01,1.776315,0.40293136,0.35217384,3.142141,5.0847383,3.3826866,
2,92000.02,1.7759739,0.39417616,0.3679741,2.9791775,5.2797155,0.1725049,
2,93000.016,1.7759901,0.3815569,0.3865691,2.8365054,5.4660735,3.2019663,
2,94000.0,1.7762375,0.36756647,0.40475756,2.7142,5.6434307,0.014096527,
2,95000.016,1.7759079,0.3536541,0.42064533,2.60821,5.8185196,3.2413914,
2,96000.01,1.7761475,0.34252676,0.4329752,2.5139775,5.997921,0.11863845,
2,97000.02,1.7760346,0.3354743,0.44040543,2.427036,6.177955,3.2781591,
2,98000.016,1.7761048,0.3340565,0.44291484,2.3433926,0.07792344,0.035595514,
2,99000.0,1.7764108,0.33837634,0.44056696,2.2583413,0.25971705,3.0766408,
2,100000.016,1.7759326,0.34738344,0.43333143,2.168013,0.43817276,6.159634,
2,101000.01,1.7761719,0.36021474,0.42234537,2.0690799,0.61209494,2.8986855,
2,102000.02,1.7761365,0.37407023,0.40859294,1.9568961,0.78442544,6.056209,
2,103000.016,1.7756948,0.38775176,0.39363316,1.8287675,0.96057755,2.8619683,
2,104000.01,1.7756236,0.39849424,0.37995914,1.6829517,1.1417242,5.965917,
2,105000.016,1.7790134,0.4041577,0.36938882,1.518615,1.3337865,5.7735195,
2,106000.01,1.7792289,0.40528166,0.36425373,1.3432801,1.5392321,1.7764957,
2,107000.02,1.7791415,0.398873,0.3661154,1.1719145,1.7369127,2.7524915,
2,108000.016,1.779359,0.39307645,0.37127092,1.0107747,1.9226505,3.3180013,
2,109000.01,1.7793747,0.3817921,0.38211706,0.8598599,2.117271,3.7960372,
2,110000.02,1.7801934,0.3655639,0.39209127,0.73101604,2.288642,4.3123446,
