ParticleID,Time (Years),a,e,i,OMEGA,omega,M,
6,0.0,1.7757957,0.28748664,0.4270703,2.2702868,0.349493,1.402744,
6,1000.01495,1.7803949,0.28649756,0.41686305,2.1683638,0.541155,0.3028944,
6,2000.0052,1.7785965,0.30177614,0.40926397,2.0677447,0.71109897,5.5843725,
6,3000.0203,1.777707,0.3156866,0.40016514,1.9551252,0.87347233,0.16365565,
6,4000.0105,1.7817276,0.31586012,0.38892356,1.8174753,1.0679502,0.79993725,
6,5000.001,1.7775474,0.3351081,0.3777685,1.6810277,1.2498035,1.7959764,
6,6000.016,1.7785319,0.33656728,0.37322345,1.5355912,1.4123915,2.369645,
6,7000.0063,1.7806716,0.32917476,0.3727817,1.3871043,1.5788403,1.9609965,
6,8000.021,1.7763566,0.3369575,0.37190214,1.2302209,1.7654042,0.16565776,
6,9000.012,1.7813134,0.31897095,0.37573928,1.0984635,1.905066,2.3525782,
6,10000.002,1.7758347,0.32244104,0.38307223,0.9499786,2.1028588,5.430027,
6,11000.017,1.7816958,0.3000088,0.38664994,0.83572453,2.236785,2.1280036,
6,12000.007,1.7765636,0.29955733,0.39546102,0.7121691,2.4166677,6.0267224,
6,13000.022,1.7800684,0.28324613,0.39764634,0.60848635,2.564811,0.7200616,
6,14000.013,1.7791377,0.27754664,0.4017381,0.5049671,2.740532,0.12130767,
6,15000.003,1.7775699,0.27602333,0.4038579,0.4071572,2.9131827,0.4482794,
6,16000.018,1.7809681,0.2683739,0.3994248,0.31055433,3.0810306,5.2834387,
6,17000.008,1.7760513,0.28194055,0.39978245,0.21628372,3.2555254,1.2625222,
6,18000.023,1.7809477,0.27771395,0.3893143,0.11271543,3.4262366,3.9988904,
6,19000.014,1.776637,0.29722527,0.38376915,0.01453968,3.5888913,1.7017336,
6,20000.004,1.7808243,0.2984744,0.37049484,6.1786532,3.7621171,3.2995658,
6,21000.02,1.7771184,0.31903303,0.36002555,6.0640807,3.9160552,1.4680237,
6,22000.01,1.7811289,0.32031518,0.34744897,5.9212923,4.0915003,3.0137038,
6,23000.023,1.7765319,0.3414416,0.33433232,5.7805476,4.262023,0.24271303,
6,24000.014,1.7804885,0.3358309,0.32783648,5.611048,4.4514375,4.296334,
6,25000.004,1.7780185,0.34244764,0.32219496,5.4507437,4.617133,5.5304623,
6,26000.02,1.7796104,0.3439205,0.31988466,5.2879796,4.779135,2.3039622,
6,27000.01,1.7778103,0.34881648,0.32007533,5.1152377,4.9603276,0.15844698,
6,28000.0,1.7794287,0.34062913,0.32497418,4.956505,5.122511,1.9437529,
6,29000.016,1.7784904,0.3372999,0.33294675,4.7986326,5.2988434,0.28278297,
6,30000.006,1.7787344,0.32948384,0.3428642,4.655325,5.4662156,1.7337874,
6,31000.02,1.779752,0.31783006,0.35271746,4.5252743,5.628653,0.18245322,
6,32000.01,1.7775366,0.31371814,0.36434332,4.4021673,5.798407,2.4267464,
6,33000.0,1.780135,0.3021245,0.37108114,4.292311,5.957162,5.1377487,
6,34000.016,1.7783251,0.30072966,0.37958917,4.1858625,6.129224,3.24722,
6,35000.008,1.7786185,0.2973721,0.3832105,4.084341,0.014650298,4.8199973,
6,36000.02,1.7793058,0.29795867,0.3845584,3.9831657,0.18478686,3.144115,
6,37000.01,1.7774166,0.307101,0.38543475,3.8824391,0.35160276,4.992369,
6,38000.004,1.7807372,0.3098959,0.38038507,3.7722743,0.5213205,2.4751806,
6,39000.016,1.7774178,0.32466096,0.3774562,3.6627617,0.67663395,5.850342,
6,40000.008,1.7796348,0.33063063,0.37049207,3.5371666,0.84262514,1.7339408,
6,41000.023,1.77822,0.3429903,0.3653222,3.4074633,0.9960071,6.134496,
6,42000.01,1.7793578,0.3525157,0.36017063,3.266571,1.1551429,1.1594825,
6,43000.004,1.7779979,0.3621602,0.35665128,3.1180341,1.3156391,0.20057149,
6,44000.02,1.7800672,0.36523384,0.35574785,2.9558897,1.4934855,0.429966,
6,45000.008,1.7785643,0.37363234,0.35711682,2.7681122,1.7333776,2.0203247,
6,46000.023,1.7767664,0.374064,0.36546448,2.5972707,1.9332232,3.118266,
6,47000.01,1.7790595,0.35565042,0.38391924,2.4390209,2.1564112,0.7135456,
6,48000.004,1.780574,0.34163567,0.40014693,2.3068132,2.340936,4.816383,
6,49000.02,1.7826953,0.32314792,0.4164097,2.1928773,2.5368829,3.4388192,
6,50000.008,1.7805307,0.3133432,0.43231484,2.0902433,2.7528834,2.5756433,
6,51000.023,1.7792261,0.30690643,0.44181636,1.9991939,2.9528413,0.2448627,
6,52000.016,1.7749866,0.31341812,0.44966015,1.9153049,3.176714,5.489914,
6,53000.004,1.77998,0.3090517,0.4421563,1.831073,3.395632,4.803776,
6,54000.02,1.7779262,0.32185137,0.43585762,1.7402122,3.578146,3.5065084,
6,55000.01,1.780626,0.33056828,0.42234942,1.6360824,3.7623491,3.8260603,
6,56000.0,1.7765652,0.35307255,0.4108837,1.5284202,3.9201596,3.7293398,
6,57000.016,1.7803514,0.35721254,0.39292073,1.3902544,4.1146283,3.1719866,
6,58000.004,1.7762336,0.3749679,0.3806383,1.2541498,4.2655773,4.1425114,
6,59000.02,1.7829835,0.3689789,0.37075755,1.086077,4.4610195,1.2632432,
6,60000.01,1.7824092,0.3760299,0.36286306,0.91627014,4.6549945,2.5377889,
6,61000.0,1.7817912,0.37755576,0.3606971,0.73197114,4.874584,3.9145236,
6,62000.016,1.782243,0.36917785,0.36706743,0.55537146,5.0940323,5.660346,
6,63000.008,1.7829225,0.35509738,0.37758148,0.4000424,5.297117,0.93374085,
6,64000.02,1.7833726,0.34059185,0.38878274,0.26272538,5.4920607,2.500994,
6,65000.01,1.7823254,0.32875022,0.40043887,0.14026168,5.6925697,4.1284547,
6,66000.0,1.7813851,0.31977418,0.41024026,0.032563973,5.9028115,5.993046,
6,67000.016,1.7809635,0.31461614,0.41537967,6.219855,6.119805,1.7809831,
6,68000.01,1.7823075,0.3149426,0.41403115,6.1288404,0.054512132,3.78744,
6,69000.02,1.7828697,0.32220012,0.40640086,6.0349145,0.2647589,5.7637544,
6,70000.016,1.7832371,0.33647922,0.39404687,5.9330664,0.46848267,1.7314825,
6,71000.0,1.7831421,0.3543484,0.37768444,5.816343,0.66574657,3.8504024,
6,72000.016,1.7830101,0.37281716,0.3587942,5.678807,0.8650309,6.059756,
6,73000.01,1.7821925,0.39075124,0.3403991,5.5169134,1.0718279,1.8196565,
6,74000.02,1.7826961,0.40370744,0.32557893,5.3246527,1.3017647,4.262818,
6,75000.016,1.781249,0.41250062,0.31705052,5.1070724,1.5538425,5.9545364,
6,76000.01,1.7812803,0.4113198,0.32014036,4.8847866,1.8086296,2.0425162,
6,77000.016,1.7816011,0.40332958,0.3333965,4.6792874,2.052047,4.4818983,
6,78000.01,1.7815894,0.39042637,0.3525903,4.503274,2.273413,0.61711997,
6,79000.02,1.7818125,0.37418884,0.3735835,4.35647,2.4817398,3.1321151,
6,80000.016,1.7820965,0.35896945,0.39257967,4.2339196,2.6814356,5.732768,
6,81000.01,1.7824961,0.34653255,0.40744954,4.128298,2.8809206,2.0444841,
6,82000.02,1.7828981,0.33910632,0.41685772,4.032988,3.0827174,4.546998,
6,83000.01,1.782598,0.33965418,0.42069718,3.9413989,3.2867515,0.97962856,
6,84000.0,1.7827249,0.34773454,0.41864997,3.8483002,3.4892852,3.897057,
6,85000.016,1.7821505,0.36258966,0.4113534,3.7473214,3.6861007,0.83379847,
6,86000.01,1.781786,0.38043427,0.39908686,3.6317558,3.8813121,3.9182222,
6,87000.02,1.7817439,0.39906633,0.3845636,3.4965866,4.0759916,0.63412195,
6,88000.01,1.7815471,0.41547412,0.3705775,3.3375976,4.278448,3.5224419,
6,89000.0,1.7821764,0.42734078,0.3606893,3.154381,4.494571,0.014297316,
6,90000.016,1.7846774,0.43381143,0.35823852,2.9604206,4.7045636,0.2799389,
